GeoAreaName;GeoAreaCode;Type of product;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Bahrain;0;CRO;404874;436267;464719;327494;337881;426939;308131;300769;327705;483672;505905;566083;637318;592617;725054;823641;733231;788075;840866;756711;825682;697933;725900
Bahrain;0;FEO;-397708;-926151;121563;-575946;170267;1255003;-92148;-575900;1437398;921667;-2260052;-6580784;-3169989;-1881705;922879;1392717;-4573690;-1898429;-332013;-411732;-776267;-679319;79780
Bahrain;0;FOF;19120988;16718578;17359464;17800022;18036940;18882620;18979044;21276668;21727562;21459696;22245762;21710556;21875128;23062682;23162138;23681170;22784976;23434462;23354244;25229478;23224478;23362132;23691690
Bahrain;0;GAS;5906988;4372578;4603464;4748022;4937940;5230620;5689044;7747668;8348562;8763696;8976762;8885556;8926128;9578682;10374138;10333170;9941976;10230462;10394244;12122478;12122478;12171132;12354375
Bahrain;0;GBO;47606;48988;62920;55127;51000;50149;50014;50405;44358;45422;51459;52372;52410;54186;53819;53279;52722;52670;54093;54179;53176;57938;60259
Bahrain;0;MEO;64654;-403191;602786;-57330;328366;1849799;-4712;505523;2386097;2246308;-1893121;-6683798;-3267484;-1873987;2107553;2354451;-3517390;-1185871;794363;735949;257143;195916;1039954
Bahrain;0;NFO;462362;522960;481223;518616;158099;594796;87436;1081423;948700;1324641;366931;-103013;-97494;7718;1184674;961734;1056300;712558;1126376;1147680;1033411;875236;960174
Bahrain;0;NMA;-399091;33862;-373978;-512197;-494833;-483759;-555910;-604750;-530575;-482849;77729;83393;-403134;-4788552;-656844;-83849;-115045;739108;1236997;1224604;1104296;1125404;1238982
Bahrain;0;NMC;7562954;6622805;8380020;6130215;10432673;13348880;10820244;12266044;17284980;24237732;19214678;12449251;23658827;19959172;24118152;23608836;18085149;11702735;12996068;13452764;12594834;12804913;14244566
Bahrain;0;NMM;7163863;6656667;8006042;5618019;9937840;12865120;10264333;11661294;16754405;23754884;19292407;12532643;23255694;15170619;23461308;23524986;17970105;12441842;14233064;14677368;13699131;13930317;15483548
Bahrain;0;PET;13214000;12346000;12756000;13052000;13099000;13652000;13290000;13529000;13379000;12696000;13269000;12825000;12949000;13484000;12788000;13348000;12843000;13204000;12960000;13107000;11102000;11191000;11337315
Bahrain;0;WCH;9543;7829;7005;9275;8846;9405;11987;9606;12731;14940;13081;8299;25048;14015;20351;18205;19151;19737;18111;18801;22391;22598;26463
Bahrain;0;WOD;42656;48916;27794;69923;83495;68221;52915;84771;62622;32167;108360;99663;58428;90934;146242;104132;120807;109564;109194;77310;70665;59424;69078
Bangladesh;0;ALP;259037645;261286095;273819048;269775944;272642081;315680509;317808837;327201814;335692148;336765855;372883406;383850485;467894701;486971737;314749111;398887782;552316974;571964537;577721480;591807532;590968704;604725357;619664214
Bangladesh;0;BIM;180093076;177916125;180888622;186360439;183105971;196134542;198565725;208764050;220161162;222509284;233647292;238168860;237364167;245331465;252072742;259740743;256387051;274499475;272193973;275897144;282441821;290866428;299019341
Bangladesh;0;COL;660000;700000;700000;721322;764605;878000;1003000;1088000;1477000;1628000;1505000;1591000;1835000;1885000;1935000;4358800;3205600;3774700;4318000;7920276;4788450;4022904;4145698
Bangladesh;0;CPR;61463025;59610342;61134725;62514029;59912760;65924747;67036979;71559296;78510549;77533894;82472953;84010817;84736150;87591936;90200924;91096875;89849899;97142836;97633443;97998842;100248012;103374191;106619122
Bangladesh;0;CRO;59803027;59123238;59860641;62984053;61447161;67884439;68598265;73505125;77314669;79431818;85106697;87339305;85312532;89899072;93451604;100069058;97326211;108227863;105125841;108454237;112394804;117258782;120947232
Bangladesh;0;FEO;720024;758646;634540;966597;941202;1459405;1499022;1418866;1265723;2100772;1931289;2448338;2940549;2737515;0;4558875;4628069;4697262;4766456;4835649;4986507;5151425;5445817
Bangladesh;0;FOF;8346201;9280926;9637324;10282320;10853891;11381976;12987258;13730128;14833549;15969544;17108352;17273774;18279309;19392090;19972078;23689436;24390758;25330123;25349375;28689495;24473055;24107335;24921543
Bangladesh;0;GAS;6176736;6916608;7276608;7827282;8448570;9046260;10339542;11036412;11794428;12832614;13924422;14024844;14722974;15875946;16283934;17744492;19357014;19277020;19266217;19061161;17997384;18374749;19003689
Bangladesh;0;GBO;38409600;38622920;39544200;40236000;40821211;41496001;42276000;42984000;43675200;44445000;45246000;45996000;46632600;47017458;47304000;47547000;47736414;47975119;48344072;48743069;49309862;49878349;51141861
Bangladesh;0;MEO;838677;878725;759323;1096237;1052330;1572401;1610076;1549302;1489614;2262468;2081205;2613145;3129480;2945099;-24;4825345;4899708;4974071;5048434;5122797;5283083;5459870;5772072
Bangladesh;0;NFO;118653;120080;124783;129640;111129;112997;111054;130437;223890;161696;149917;164807;188932;207584;-24;266470;271640;276809;281978;287148;296576;308445;326254
Bangladesh;0;NMA;1224714;1379300;1536486;735650;1617442;2637644;2841908;2177793;2741692;3048776;8901601;10190148;9725273;9850678;10831342;15297210;15208931;14803208;15487501;15946975;16341364;16914299;17767596
Bangladesh;0;NMC;59735732;62025267;67214739;62341590;65579971;87333456;85796098;85452799;81909478;79579651;93172878;94538574;176246622;187666428;26690000;66325728;224849027;224399378;231387649;235102908;231740571;236467150;240935654
Bangladesh;0;NMM;60960445;63404566;68751225;63077239;67197413;89971101;88638006;87630592;84651169;82628428;102074480;104728723;185971895;197517106;37521342;81622938;240057958;239202586;246875150;251049883;248081935;253381449;258703251
Bangladesh;0;PET;1509465;1664318;1660716;1733716;1640716;1457716;1644716;1605716;1562121;1508930;1678930;1657930;1721335;1631144;1753144;1586144;1828144;2278403;1765158;1708058;1687221;1709683;1772156
Bangladesh;0;WCH;857878;915321;963642;1003491;1010518;1139745;1240158;1272065;1331900;1616773;1514963;1362350;1337460;1367225;1412838;1487403;1494323;1579384;1644810;1665250;1668592;1709838;1787424
Bangladesh;0;WOD;19559546;19644303;19385415;19622866;19914321;19689611;19414324;19443564;19328844;19481799;19306680;19460389;19345425;19455775;19703376;19540407;19980204;19574274;19445807;19035745;18820550;18645268;18523702
Barbados;0;ALP;2862947;2502400;2297553;2255243;2228492;3499614;3723749;1716983;3789315;3435705;1492392;2022281;1662505;1647820;1634001;1771782;2241784;2163746;2499517;1808957;1586382;1673895;1743174
Barbados;0;BIM;1168656;966084;935390;866680;896798;1019729;844381;847892;770389;846136;689221;724076;660659;534434;510214;444730;403257;465418;493797;430352;423030;407891;417967
Barbados;0;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barbados;0;CPR;351509;272092;269181;237315;234350;286025;227247;230095;202216;231568;169911;185494;168834;115707;106730;78902;59243;87973;100079;60826;64314;64598;67014
Barbados;0;CRO;653945;559413;544314;515406;531682;606901;515828;527566;479847;527915;431789;453035;411578;334629;320913;275436;248520;291017;308767;277049;269937;245657;251418
Barbados;0;FEO;39452;27918;31114;38012;29736;32879;40100;41682;33798;28258;22201;26578;19433;17661;18903;22795;21669;20858;14240;9884;9304;9983;10434
Barbados;0;FOF;15075;12886;11842;11535;11856;12256;14580;13125;12047;11069;11039;11887;12867;16044;12774;11652;13283;13846;19760;12737;-12707;-11033;-11686
Barbados;0;GAS;13752;11383;10901;10595;10889;11252;13556;13225;11947;11469;11339;11587;13267;15544;9974;11652;13283;13764;18039;16052;10878;12489;12494
Barbados;0;GBO;97799;90827;84638;78262;71605;64503;55765;49882;53123;57057;58295;57700;58615;59445;58911;58621;58507;58221;59099;60645;61210;61815;62652
Barbados;0;MEO;43658;32017;34926;41162;34270;39476;45622;44774;36852;31539;25556;29230;21430;21127;22463;25236;24569;23473;16282;12455;11772;12330;12785
Barbados;0;NFO;4205;4098;3812;3150;4533;6596;5522;3092;3054;3281;3355;2652;1997;3466;3560;2441;2901;2615;2041;2570;2468;2347;2351
Barbados;0;NMA;12573;16796;22369;8906;19659;34750;28771;12109;15037;12933;12422;8973;10418;16084;7469;6765;12717;7074;6172;6689;6216;6946;7318
Barbados;0;NMC;1077364;970037;844944;840279;824392;1734523;2121780;353835;2129574;1944791;213321;508425;207634;388648;449079;571583;1106708;1057884;1044825;963930;910852;1014281;1069490
Barbados;0;NMM;1089937;986834;867313;849185;844051;1769273;2150551;365944;2144611;1957724;225742;517399;218052;404731;456548;578348;1119424;1064958;1050997;970619;917067;1021227;1076807
Barbados;0;PET;1323;1503;941;940;967;1004;1024;-100;100;-400;-300;300;-400;500;2800;0;0;82;1721;-3315;-23586;-23522;-24180
Barbados;0;WCH;5079;4994;5163;5728;4659;7190;6308;6271;7298;6736;6586;5571;5214;6042;5834;5339;5256;5711;6135;5831;4827;5098;5211
Barbados;0;WOD;60324;38757;32094;29969;54503;55110;39233;34078;27905;22859;22640;22276;16419;18611;17826;26433;31731;22495;19717;26001;22741;30724;31673
Belgium;0;ALP;154813294;179189643;160874104;157955070;156586922;149895802;156179307;166953792;165894365;150807605;150458245;161339117;149267675;147334484;147005722;145851415;145846895;149182470;143596038;149641897;137071793;134767752;
Belgium;0;BIM;50942155;49681981;52279562;49623771;50403277;48346006;48137036;52148973;47012232;53494078;52553480;53404496;48106775;49118167;54295835;49380229;45287898;51795952;49399434;52884816;48964469;49194431;
Belgium;0;COL;9227835;9249006;9862251;9597457;9607471;8706762;9138407;7877468;8502080;2962480;4668661;6173402;4521722;5448671;4974799;4442245;4501828;3110992;4062539;3935223;3371860;3312545;3873985
Belgium;0;CPR;5966621;5561764;6343232;6261893;6349662;6127075;5879757;6013191;5837484;6118200;5453189;5993815;5659816;5793922;5974516;5513735;4505516;6072500;5367351;5629153;5260903;5094870;
Belgium;0;CRO;21300385;19418033;21522115;20890517;20592904;19195916;19795545;21139067;18539869;20836736;19980890;22122766;20590336;20974045;22372771;20900032;20253232;23670611;21147564;22624157;21484466;22131986;
Belgium;0;FEO;6845517;5449649;6219530;7700452;6071296;5165140;7901761;6489496;7806511;1086870;4780844;5308868;3457659;3906035;4044532;4933554;4475828;4247311;5529071;3351661;3779045;4434815;5928586
Belgium;0;FOF;41347570;45960732;35771002;34709849;33893280;32341473;34515156;32662727;34055942;30801989;26364136;27601905;28126693;29091364;28111126;28346046;29211376;32131030;29196434;31299213;25138138;20097234;
Belgium;0;GAS;10992769;11207996;9283536;10003326;11567334;11908417;11104844;12207156;13056661;10259846;11438874;9406912;12479580;13050756;11345828;11697904;12932795;12770305;13456243;8546526;8726324;10329688;4098845
Belgium;0;GBO;13414175;14553266;14363415;14362308;14345829;13928201;12688856;13887795;14463742;14539469;14138947;13948581;12950578;13788999;14791549;13975621;11570164;13735504;11841091;13178364;13124452;14278810;
Belgium;0;MEO;-4398552;8386556;10645038;14893249;13927654;9109975;7499731;12094274;12891587;6414442;11642799;13049277;7773565;9272571;6368955;11210763;12639354;10293097;8294059;11372563;12786367;12556581;16709898
Belgium;0;NFO;1004745;1004457;1257227;1341659;1364539;1413856;1342831;1178784;927703;667550;852918;1201400;1079004;946480;1122767;1075037;1146210;879132;936997;679004;548414;611533;741125
Belgium;0;NMA;;;;;;;;;;;1367400;1516626;;1368266;1395291;;;;;;;;
Belgium;0;NMC;62516068;69547443;60493765;58042483;58989114;61678173;64990332;68898100;70701808;61023646;59551543;67037007;62950036;58053307;55384082;54674541;55498946;52390282;54325508;51408433;50642107;49949157;
Belgium;0;NMM;68411366;77298002;64343577;60271206;60215323;62644490;68338733;71995470;74691011;63050034;64527164;71443571;68480328;63367605;61244780;59411778;60974099;57367175;58806491;56222802;53745828;55765005;
Belgium;0;ONT;151710;76614;74608;111623;154783;138130;115345;124851;84212;62681;-155478;5829;13;2055;384;522;-18907;3134;344;-106;-1365;20921;14562
Belgium;0;PET;31405479;35940600;28315678;26874340;27274427;27384857;28944114;27598735;28611653;33170285;27487355;26893651;29186743;28505021;28333805;28994598;29882060;32673320;28950344;31019861;26472317;20555390;24486491
Belgium;0;WCH;145654;141551;149887;157242;160479;154882;152832;154062;154879;156564;157395;161562;161341;154247;169399;156126;144735;152263;149288;143063;134594;143597;
Belgium;0;WOD;4890298;5044293;5365619;4884522;5130185;5213177;6118910;6818031;3181989;7063987;7878017;7488160;8412392;7824441;8346835;7807437;7980920;8100649;10740139;12091039;;;
Belize;0;ALP;5525545;7064646;6261134;5805136;5944793;3779460;6106675;6407510;6302137;5903171;4401758;4611944;5262682;5441976;5557625;5580729;6257457;6661892;6670504;6869490;6263907;6900025;7164665
Belize;0;BIM;2491738;2405228;2600484;2485273;2599945;2389151;2778518;3051890;2795539;2725836;3170008;2552991;2869998;2795987;2932093;2871043;3365681;3798095;3807744;3784694;3386890;3753882;3873782
Belize;0;CPR;795626;766351;856054;812647;845624;741463;856029;903295;747434;763376;921151;729873;883660;929316;978391;936856;1143825;1331610;1316431;1330915;1240647;1527735;1576183
Belize;0;CRO;1328707;1261034;1328763;1274743;1332211;1200606;1365197;1437566;1248406;1194667;1376026;1060070;1330225;1293258;1400968;1358797;1633507;1839486;1777848;1729771;1447715;1518870;1577236
Belize;0;FEO;27649;51645;55426;56317;23318;17711;23840;23284;62532;23833;22987;41689;50115;55357;71151;82249;83569;82382;29563;33509;31807;33982;35408
Belize;0;FOF;0;0;0;0;0;0;0;16043;19213;28573;19658;24958;22370;20692;10513;20672;19260;15841;16822;9651;18010;18198;18490
Belize;0;GAS;0;0;0;0;0;0;0;0;0;0;4554;3488;2603;979;1406;1462;1462;1132;925;735;576;576;576
Belize;0;GBO;217042;237214;235366;237652;237939;238309;273897;293231;324724;360940;366962;387087;401278;441419;375229;382572;386655;394296;401588;404201;407846;411486;417056
Belize;0;MEO;32864;54908;58283;58720;24510;18880;28248;29730;76853;28331;24587;44213;52741;58908;75892;87660;89763;89731;36332;41576;39565;41632;43145
Belize;0;NFO;5216;3263;2857;2403;1192;1168;4408;6446;14321;4498;1599;2524;2626;3551;4740;5411;6193;7348;6769;8068;7758;7650;7737
Belize;0;NMA;20812;37351;66719;93577;462723;192267;33245;34643;40885;42769;17454;89731;74964;91439;100333;102309;115596;101228;70359;72758;67608;75652;79800
Belize;0;NMC;2572785;3857668;2854020;2108329;1983752;823958;2776019;2619838;2664115;2616007;698528;1194229;1534316;1774221;1768760;1710420;1902958;1908119;1762861;1742656;1647017;1833371;1932821
Belize;0;NMM;2593597;3895019;2920739;2201906;2446475;1016226;2809264;2654481;2705000;2658776;715982;1283960;1609280;1865660;1869093;1812730;2018554;2009347;1833219;1815414;1714625;1909023;2012620
Belize;0;PET;0;0;0;0;0;0;0;16043;19213;28573;15104;21470;19767;19713;9107;19210;17798;14709;15897;8916;17434;17622;17914
Belize;0;WCH;19971;12297;54547;31313;58458;83060;173062;298268;354195;292020;384927;255794;141748;12137;49239;72439;73231;98479;182125;180115;154855;164309;168461
Belize;0;WOD;130392;128332;125754;128919;125714;125714;110333;119530;120780;114834;120942;120169;113088;119857;128266;120380;128464;134224;129753;139692;135828;131482;134846
Benin;0;ALP;28733658;32855414;33552564;33998794;33031975;33165493;39561556;40112011;43414111;45895213;45475270;49745141;51056442;53175268;51027279;47140321;49223910;53593423;55518366;57217196;55685733;58068886;59153295
Benin;0;BIM;21547797;22201477;24655329;24265696;25126908;24363616;24076773;23782875;27343131;29300098;28358158;30957789;31478884;34044713;35268994;32488332;36117350;38075222;39098479;40538580;39070597;40443000;40997143
Benin;0;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70000;42000;80000;75871;119819;101711;110073;143000;142381
Benin;0;CPR;7180120;7294071;8390191;8142617;8578530;8048164;7549369;7614064;9010301;10066887;9584871;10477046;10729059;11645785;12143141;11001027;12341726;13177619;14193551;14618301;14343748;14688592;14989909
Benin;0;CRO;6379360;6760491;7964963;7731190;8083107;7804540;7687839;7252153;9258569;9979618;9388901;11040826;11150274;12661482;13228925;11475180;13429120;14405701;14268403;15089036;13687933;14658405;14961021
Benin;0;FEO;20013;37282;57195;63580;25412;36093;-2075;108922;71750;85440;85694;78321;113942;69483;105540;109596;140163;92660;61365;28421;28592;29750;31180
Benin;0;FOF;35000;0;0;0;0;0;0;0;0;0;0;0;0;7316;90028;63350;81340;102782;133048;140388;223910;341883;341509
Benin;0;GAS;0;0;0;0;0;0;0;0;0;0;0;0;0;7316;20028;21350;1340;26911;13229;38677;113837;198883;199129
Benin;0;GBO;3657329;3784861;3883321;3954880;4056080;4072880;4274780;4383030;4493457;4620712;4738313;4860067;4982566;5109517;5238616;5371886;5507816;5648077;5790993;5938195;6089711;6164366;6254573
Benin;0;MEO;21026;47666;70948;77695;38896;49246;12990;120753;85281;99890;100756;94711;136570;92293;132018;118662;152309;93718;59590;34920;35454;36783;38642
Benin;0;NFO;1013;10385;13753;14115;13484;13153;15065;11831;13531;14449;15063;16390;22628;22810;26478;9066;12146;1059;-1776;6498;6862;7033;7462
Benin;0;NMA;83154;79558;150163;77809;95112;40215;40996;49734;49675;89076;70222;90765;57272;52272;168046;72729;116128;55860;290023;319443;309406;327600;339380
Benin;0;NMC;5622641;8849269;6967895;7636686;5958897;6792635;13431882;13623090;13605639;13767440;13917353;15465436;16220133;15749828;12501230;11472488;9420976;11449658;11836084;12173719;11985291;12701340;13147607
Benin;0;NMM;5705795;8928827;7118058;7714496;6054009;6832850;13472878;13672824;13655314;13856516;13987576;15556201;16277406;15802100;12669276;11545217;9537105;11505518;12126108;12493162;12294697;13028940;13486987
Benin;0;PET;35000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Benin;0;WCH;50900;46678;57509;65868;63912;74170;93963;97513;114545;111305;113428;116745;115973;124627;193644;179741;221459;151473;161233;182178;184836;192992;197407
Benin;0;WOD;4280089;4315377;4359345;4371141;4345279;4363863;4470823;4436116;4466259;4521576;4532644;4463105;4501012;4503303;4464668;4460497;4617229;4692352;4684298;4710871;4764369;4738645;4594232
Bermuda;0;ALP;191331;194759;204754;204706;212197;224727;253612;295322;284798;225634;514893;403028;374508;477380;458224;406817;590190;633083;624439;742142;665891;716692;738940
Bermuda;0;BIM;1158;1438;1372;1282;1337;2116;2342;2360;2175;2006;1535;1681;2032;2351;2166;5818;6037;3454;3895;8621;6625;7445;7663
Bermuda;0;COL;0;0;0;0;0;0;0;0;0;13;31;11;2;10;14;28;13;52;17;21;13;14;14
Bermuda;0;FEO;0;0;0;0;0;0;0;0;0;0;6085;9152;10097;15888;3752;4022;12686;7314;14285;5558;5275;5636;5873
Bermuda;0;FOF;0;0;0;0;0;0;0;0;0;13;31;11;2;10;14;28;23;62;27;31;23;24;24
Bermuda;0;MEO;0;0;0;0;0;0;0;0;0;0;7499;10251;11832;16866;4486;4852;13499;8086;15620;6491;6172;6520;6766
Bermuda;0;NFO;0;0;0;0;0;0;0;0;0;0;1415;1099;1735;978;734;831;813;772;1335;933;897;884;894
Bermuda;0;NMA;0;0;0;0;0;0;0;0;0;0;4509;4798;5590;1851;1576;2042;1864;1682;1835;12110;11322;12533;13149
Bermuda;0;NMC;83;111;139;167;195;222;250;1022;3288;5646;33499;52526;15788;85650;7464;9321;122437;207647;180514;203735;192433;214483;226263
Bermuda;0;NMM;83;111;139;167;195;222;250;1022;3288;5646;38008;57324;21378;87501;9040;11363;124302;209329;182349;215846;203755;227015;239412
Bermuda;0;PET;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;9;9;10
Bermuda;0;WCH;1158;1438;1372;1282;1337;2116;2342;2360;2175;2006;1535;1681;2032;2351;2166;2085;1997;1725;2048;1728;1427;1502;1533
Bermuda;0;WOD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3733;4040;1729;1847;6893;5197;5942;6130
Bhutan;0;ALP;4920861;4962059;5861095;6024851;6252184;5607953;5433667;5812379;8126539;6265114;12969095;11456901;12492372;12425031;15097263;16830555;18923336;19399251;19930271;21006051;20730470;21301127;21944793
Bhutan;0;BIM;4071846;4065499;4047513;4184471;4438107;4738509;4724985;4878062;4794659;4651844;4699445;4920375;4814732;4837901;5023035;5014705;5104129;5184481;5000708;5000707;5020321;4967853;4951516
Bhutan;0;COL;92948;43511;48322;41719;54629;36903;25912;10585;2729;51470;28997;25552;52125;72543;55318;79762;117782;143072;160087;159393;157008;185503;185505
Bhutan;0;CPR;279762;317815;254295;297974;433691;519372;492531;509102;431759;373480;362907;481532;430260;437040;441612;457804;463269;506837;333605;287112;280588;220256;222436
Bhutan;0;CRO;249615;231700;236346;282310;338200;456640;469271;456644;430242;384913;389064;500596;422638;378641;485195;467594;526940;537372;422314;408729;453633;394265;401066
Bhutan;0;FEO;0;0;0;0;0;-30608;27468;-54599;67617;-39485;-17616;-4441;-14255;1185;-1648;21234;4773;8403;12031;9812;-19533;-25643;-23692
Bhutan;0;FOF;92948;43511;48322;41719;54629;36903;25912;10585;2729;51470;28997;25552;52125;72543;55318;79762;117782;143072;160087;159393;157008;185503;185505
Bhutan;0;GBO;576499;518459;516473;529524;537524;586200;549169;559310;569113;529041;531207;526621;513236;537815;534947;517973;517671;517401;546202;530128;496476;509927;512723
Bhutan;0;MEO;0;0;0;0;0;-29020;43704;-57121;99196;-26776;6854;2348;-11797;3282;87;22607;5785;9061;12336;9763;-20263;-26912;-25116
Bhutan;0;NFO;0;0;0;0;0;1588;16236;-2522;31578;12709;24470;6788;2458;2097;1735;1373;1012;658;304;-49;-731;-1269;-1424
Bhutan;0;NMA;60500;61039;391221;391227;318738;157702;170789;370571;574915;600623;6802846;2029919;1753941;312439;1740161;2448550;3669915;4166527;4041021;4281754;4257863;4414339;4573443
Bhutan;0;NMC;637196;730647;1319752;1358099;1391297;605320;601248;758143;2343808;1039173;1343653;4174488;4738128;6152200;7220233;8174567;8907580;8752047;9517638;10330084;10154236;10541338;10991002
Bhutan;0;NMM;697696;791686;1710973;1749326;1710035;763021;772037;1128714;2918723;1639797;8146500;6204407;6492069;6464639;8960394;10623117;12577495;12918574;13558659;14611838;14412099;14955676;15564445
Bhutan;0;WCH;50;45;40;35;30;1402;1922;1668;1640;1767;1880;2063;2536;2576;2364;2300;2313;2337;2630;3027;2699;2821;2913
Bhutan;0;WOD;2965920;2997481;3040359;3074627;3128662;3174895;3212092;3351338;3361905;3362644;3414387;3409562;3446062;3481829;3558917;3569036;3593937;3620535;3695957;3771711;3786925;3840585;3812378
Bolivia (Plurinational State of);0;ALP;79933002;79043571;82034041;83629770;82812643;89546971;95300087;98751066;108579275;117637972;115194173;121901744;145877264;141313221;152755033;151784436;153057042;160920414;169381225;175183083;154634441;162592477;166663441
Bolivia (Plurinational State of);0;BIM;52026587;51358862;54012791;55910673;56751357;58600341;61812468;62856717;65109663;70246048;67076444;69734525;74016781;76977468;75852157;77340425;77830898;78937086;84928526;84796470;86770843;90755944;92485958
Bolivia (Plurinational State of);0;COL;0;0;0;0;0;0;0;0;0;0;0;1000;0;1000;5000;6000;6000;9512;7723;8769;9446;9779;9795
Bolivia (Plurinational State of);0;CPR;7001037;7275285;8053177;8620395;8651946;9277247;10416655;10379185;11186351;13380799;11441908;11592207;13498853;14869857;14264024;15116422;14931175;14253073;17388247;16651253;16937778;19331754;19839425
Bolivia (Plurinational State of);0;CRO;8535276;8778745;9650697;9991836;9859265;10117176;11240712;11502082;12110711;13608810;11887039;12663339;13867225;14322227;14426361;14684457;14829370;16145576;17746534;17426181;17910004;18465592;18934560
Bolivia (Plurinational State of);0;FEO;206531;196161;450919;248592;242584;254286;322109;368353;416249;439097;535731;597998;599471;644541;818575;774733;802448;286828;291001;287959;242714;260647;272580
Bolivia (Plurinational State of);0;FOF;2687778;2965687;3685035;3626146;3868259;4281639;4064400;4308039;4465499;4350422;4674354;4978334;5391690;5473692;6085547;6370554;6611141;6540288;6390963;5927595;5160581;5633928;5733674
Bolivia (Plurinational State of);0;GAS;1087778;1082687;1747035;1563146;1544259;1774639;1578400;1734039;1889499;2054422;2292354;2522334;2630690;2753692;3065547;3079554;3350141;3380677;3386674;3143847;2594134;3114358;3183138
Bolivia (Plurinational State of);0;GBO;34659240;33396750;34386723;35280105;36154221;37031279;37937350;38788889;39588473;41090968;41495861;43241010;44291987;45360031;44683713;45043182;45596157;46050818;46965321;47674380;49037957;50115645;50794058
Bolivia (Plurinational State of);0;MEO;16342927;16700197;16247390;14902665;12096215;14953584;16555945;17068393;23365635;24461761;23504473;23966848;41538689;34396296;41429893;36988929;39986507;45003047;47569368;55678246;35068189;35541014;36167147
Bolivia (Plurinational State of);0;NFO;16136396;16504035;15796471;14654073;11853631;14699297;16233836;16700040;22949386;24022664;22968742;23368850;40939218;33751755;40611318;36214196;39184059;44716219;47278366;55390287;34825475;35280367;35894567
Bolivia (Plurinational State of);0;NMA;52558;44149;53385;110071;77557;91098;93374;111218;136657;110836;136083;145039;152337;171356;178095;164987;170727;145930;135732;153627;84423;124511;145482
Bolivia (Plurinational State of);0;NMC;7989125;7286618;7516208;8412452;9331110;11078581;12087517;13106766;14282511;16991359;17558238;19991385;21516563;20973583;25577698;27160473;24606817;25473145;25721410;25900299;25586303;28491052;30040641
Bolivia (Plurinational State of);0;NMM;8041683;7330768;7569593;8522523;9408667;11169678;12180891;13217983;14419168;17102195;17694321;20136423;21668900;21144939;25755792;27325460;24777544;25619075;25857142;26053926;25670726;28615564;30186123
Bolivia (Plurinational State of);0;PET;1600000;1883000;1938000;2063000;2324000;2507000;2486000;2574000;2576000;2296000;2382000;2455000;2761000;2719000;3015000;3285000;3255000;3150099;2996566;2774979;2557001;2509791;2540741
Bolivia (Plurinational State of);0;WCH;9841;35592;38744;52215;47257;64125;56129;56917;64133;38967;33963;60358;71617;74982;99256;82459;57925;70273;47096;220848;23225;24535;25142
Bolivia (Plurinational State of);0;WOD;1821193;1872491;1883450;1966122;2038669;2110514;2161621;2129645;2159995;2126504;2217673;2177611;2287099;2350371;2378804;2413904;2416272;2417346;2781329;2823808;2861880;2818417;2892774
Bonaire, Sint Eustatius and Saba;0;ALP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bonaire, Sint Eustatius and Saba;0;BIM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bonaire, Sint Eustatius and Saba;0;NMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bonaire, Sint Eustatius and Saba;0;NMM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bonaire, Sint Eustatius and Saba;0;WCH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bosnia and Herzegovina;0;ALP;;;;;;;;;;;;;;;;36234980;40160274;37266027;39227316;39279289;39605525;38177091;
Bosnia and Herzegovina;0;BIM;;;;;;;;;;;;;;;;8762125;10105493;8586029;10325319;10285656;10577745;8866925;
Bosnia and Herzegovina;0;COL;;;;;;;;;;;;;;;;13151192;14619987;15318026;15906885;14879107;14719438;14240530;
Bosnia and Herzegovina;0;CPR;;;;;;;;;;;;;;;;1127903;1654919;1124274;1762387;1692072;1976390;1377602;
Bosnia and Herzegovina;0;CRO;;;;;;;;;;;;;;;;3294741;3982517;3209632;4080556;3865654;4286359;3391777;
Bosnia and Herzegovina;0;FEO;;;;;;;;;;;;;;;;1874641;1497692;1408674;1222843;1332408;1276780;1358374;
Bosnia and Herzegovina;0;FOF;;;;;;;;;;;;;;;;14810639;16426875;17114446;17442547;16400470;16222610;15789864;
Bosnia and Herzegovina;0;GAS;;;;;;;;;;;;;;;;230150;253636;261754;263663;263622;221606;268993;
Bosnia and Herzegovina;0;GBO;;;;;;;;;;;;;;;;1963739;1959499;1929226;1900307;1875555;1584500;1568392;
Bosnia and Herzegovina;0;MEO;;;;;;;;;;;;;;;;3064341;2636392;2537296;2504448;2950555;2132375;2261955;
